,corpusSeq,docId,unitId,unitStart,unitStartSkipPause,unitStartSkipPauseAlt,unitEnd,unitDur,unitDurSkipPause,unitBil,tokenSeq,sequence,participant,participantId,order,back,place,transcript,transcriptDt1,text,textDt1,kind,endNote,unitLen,clitic,hostId,noSpaceAfter,wordStart,wordEnd,wordDur,wordDurExact,POS_dft,POS_Spacy,POS_Penn,Lemma,Norm,isAlpha,overlap,isOverlap,isLag,:loc,pause,microPause,laugh,@loc,unclear,#loc,%word,%loc,_word,pre-phonation,pseudograph,quality,co-action,tap,+loc,phonetic,turnSeq,turnBil,turnOrder,utteranceSeq,utteranceBil,utteranceOrder,verbalUnit,POS_Spacy_new,POS_Penn_new,head,head_word,dep,is_spaCy_start,spaCy_ignored,spacy_id
0,17665,sbc003,1,0.0,0.0,0.06,1.01,1.01,1.01,B,1,1,MARILYN;,9,1,,,(Hx),(Hx),(Hx),(Hx),vocalism,,4,False,0,False,0.0,0.06,-0.06,True,BREATH,X,XX,(Hx),(hx),False,,False,False,,False,False,,,,,,,,,,,,,,,1,B,1,1,B,1,True,,,,,,,False,
1,17666,sbc003,1,0.0,0.0,0.06,1.01,1.01,1.01,L,2,1,MARILYN;,9,2,1,1,[Okay],[Okay],Okay,Okay,word,,4,False,0,True,0.06,0.99,-0.93,True,ADJ,ADJ,JJ,Okay,Okay,False,[],True,False,,False,False,,,,,,,,,,,,,,,1,L,2,1,I,2,True,INTJ,ROOT,0,Okay,ROOT,True,True,0
2,17667,sbc003,1,0.0,0.0,0.06,1.01,1.01,1.01,O,3,1,MARILYN;,9,3,,,.,.,.,.,endnote,final,4,False,0,False,-99.0,-99.0,-0.02,True,PRSDY,PUNCT,.,.,.,False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,3,1,I,3,True,PUNCT,punct,0,Okay,punct,False,True,1
3,17668,sbc003,1,0.0,0.0,0.06,1.01,1.01,1.01,O,4,1,MARILYN;,9,4,,,"
","
",,,newline,,4,False,0,True,-99.0,-99.0,-0.02,True,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,4,1,L,4,True,,,,,,,False,
4,17669,sbc003,2,0.3,0.3,0.37,1.65,1.35,1.35,B,5,2,ROY;,8,1,5,1,[Do,[Do,Do,Do,word,,7,False,0,False,0.37,0.44,-0.07,True,VERB,VERB,VB,Do,Do,False,[,True,False,,False,False,,,,,,,,,,,,,,,2,B,1,2,B,1,True,AUX,aux,4,have,aux,True,True,2
5,17670,sbc003,2,0.3,0.3,0.37,1.65,1.35,1.35,I,6,2,ROY;,8,2,4,2,you,you,you,you,word,,7,False,0,False,0.44,0.6,-0.16,True,PRON,PRON,PRP,-PRON-,you,True,,True,False,,False,False,,,,,,,,,,,,,,,2,I,2,2,I,2,True,PRON,nsubj,4,have,nsubj,False,True,3
6,17671,sbc003,2,0.3,0.3,0.37,1.65,1.35,1.35,I,7,2,ROY;,8,3,3,3,have,have,have,have,word,,7,False,0,False,0.6,0.71,-0.11,True,AUX,AUX,VBP,have,have,True,,True,False,,False,False,,,,,,,,,,,,,,,2,I,3,2,I,3,True,VERB,ROOT,4,have,ROOT,False,True,4
7,17672,sbc003,2,0.3,0.3,0.37,1.65,1.35,1.35,I,8,2,ROY;,8,4,2,4,a,a,a,a,word,,7,False,0,False,0.71,0.8700000000000001,-0.16,True,DET,DET,DT,a,a,True,,True,False,,False,False,,,,,,,,,,,,,,,2,I,4,2,I,4,True,DET,det,10,use,det,False,True,5
8,17673,sbc003,2,0.3,0.3,0.37,1.65,1.35,1.35,L,9,2,ROY;,8,5,1,5,par]ticular,par]ticular,particular,particular,word,,7,False,0,True,0.8700000000000001,1.63,-0.76,True,ADJ,ADJ,JJ,particular,particular,False,],True,False,,False,False,,,,,,,,,,,,,,,2,I,5,2,I,5,True,ADJ,amod,10,use,amod,False,True,6
9,17674,sbc003,2,0.3,0.3,0.37,1.65,1.35,1.35,O,10,2,ROY;,8,6,,,",",",",",",",",endnote,continuing,7,False,0,False,-99.0,-99.0,-0.02,True,PRSDY,PUNCT,",",",",",",False,,False,False,,False,False,,,,,,,,,,,,,,,2,O,6,2,I,6,True,PUNCT,punct,10,use,punct,False,True,7
