,corpusSeq,docId,unitId,unitStart,unitStartSkipPause,unitStartSkipPauseAlt,unitEnd,unitDur,unitDurSkipPause,unitBil,tokenSeq,sequence,participant,participantId,order,back,place,transcript,transcriptDt1,text,textDt1,kind,endNote,unitLen,clitic,hostId,noSpaceAfter,wordStart,wordEnd,wordDur,wordDurExact,POS_dft,POS_Spacy,POS_Penn,Lemma,Norm,isAlpha,overlap,isOverlap,isLag,:loc,pause,microPause,laugh,@loc,unclear,#loc,%word,%loc,_word,pre-phonation,pseudograph,quality,co-action,tap,+loc,phonetic,turnSeq,turnBil,turnOrder,utteranceSeq,utteranceBil,utteranceOrder,verbalUnit,POS_Spacy_new,POS_Penn_new,head,head_word,dep,is_spaCy_start,spaCy_ignored,spacy_id
0,70353,sbc010,1,0.0,0.5,0.53,0.8,0.8,0.3,B,1,1,PHIL;,94,1,,,(...),...,(...),...,pause,,4,False,0,False,0.0,0.53,-0.53,True,PAUSE,X,XX,(...),(...),False,,False,False,,True,False,,,,,,,,,,,,,,,1,B,1,1,B,1,True,,,,,,,False,
1,70354,sbc010,1,0.0,0.5,0.53,0.8,0.8,0.3,L,2,1,PHIL;,94,2,1,1,But,But,But,But,word,,4,False,0,True,0.53,0.62,-0.09,True,CCONJ,CCONJ,CC,but,but,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,2,1,I,2,True,CCONJ,cc,17,was,cc,True,True,0
2,70355,sbc010,1,0.0,0.5,0.53,0.8,0.8,0.3,O,3,1,PHIL;,94,3,,,",",",",",",",",endnote,continuing,4,False,0,False,-99.0,-99.0,-0.18,True,PRSDY,PUNCT,",",",",",",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,3,1,I,3,True,PUNCT,punct,17,was,punct,False,True,1
3,70356,sbc010,1,0.0,0.5,0.53,0.8,0.8,0.3,O,4,1,PHIL;,94,4,,,"
","
",,,newline,,4,False,0,True,-99.0,-99.0,-0.64,True,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,4,1,I,4,True,,,,,,,False,
4,70357,sbc010,2,0.8,0.95,1.44,1.85,1.05,0.9,B,5,2,PHIL;,94,1,,,(.),..,(.),..,pause,,6,False,0,False,0.8,1.062,0,True,PAUSE,X,XX,(.),(.),False,,False,False,,False,True,,,,,,,,,,,,,,,1,I,5,1,I,5,True,,,,,,,False,
5,70358,sbc010,2,0.8,0.95,1.44,1.85,1.05,0.9,I,6,2,PHIL;,94,2,,,(H),(H),(H),(H),vocalism,,6,False,0,False,1.062,1.325,0,True,BREATH,X,XX,(H),(h),False,,False,False,,False,False,,,,,,,,,,,,,,,1,I,6,1,I,6,True,,,,,,,False,
6,70359,sbc010,2,0.8,0.95,1.44,1.85,1.05,0.9,I,7,2,PHIL;,94,3,2,1,#But,XBut,But,But,word,,6,False,0,False,1.325,1.588,-0.09,True,SCONJ,SCONJ,IN,But,But,False,,False,False,,False,False,,,,1,,,,,,,,,,,1,I,7,1,I,7,True,CCONJ,cc,17,was,cc,False,True,2
7,70360,sbc010,2,0.8,0.95,1.44,1.85,1.05,0.9,L,8,2,PHIL;,94,4,1,2,anyways,anyways,anyways,anyways,word,,6,False,0,True,1.588,1.85,-0.3,True,ADV,ADV,RB,anyways,anyways,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,8,1,I,8,True,ADV,advmod,17,was,advmod,False,True,3
8,70361,sbc010,2,0.8,0.95,1.44,1.85,1.05,0.9,O,9,2,PHIL;,94,5,,,",",",",",",",",endnote,continuing,6,False,0,False,-99.0,-99.0,-0.02,True,PRSDY,PUNCT,",",",",",",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,9,1,I,9,True,PUNCT,punct,17,was,punct,False,True,4
9,70362,sbc010,2,0.8,0.95,1.44,1.85,1.05,0.9,O,10,2,PHIL;,94,6,,,"
","
",,,newline,,6,False,0,True,-99.0,-99.0,0,True,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,10,1,I,10,True,,,,,,,False,
10,70363,sbc010,3,1.85,1.85,1.85,2.89,1.04,1.04,B,11,3,PHIL;,94,1,6,1,back,back,back,back,word,,9,False,0,False,1.85,1.999,-0.15000000000000002,True,ADV,ADV,RB,back,back,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,11,1,I,11,True,ADV,advmod,17,was,advmod,False,True,5
11,70364,sbc010,3,1.85,1.85,1.85,2.89,1.04,1.04,I,12,3,PHIL;,94,2,5,2,to,to,to,to,word,,9,False,0,False,1.999,2.147,-0.11,True,ADP,ADP,IN,to,to,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,12,1,I,12,True,ADP,prep,5,back,prep,False,True,6
12,70365,sbc010,3,1.85,1.85,1.85,2.89,1.04,1.04,I,13,3,PHIL;,94,3,4,3,the,the,the,the,word,,9,False,0,False,2.147,2.296,-0.23,True,DET,DET,DT,the,the,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,13,1,I,13,True,DET,det,10,thing,det,False,True,7
13,70366,sbc010,3,1.85,1.85,1.85,2.89,1.04,1.04,I,14,3,PHIL;,94,4,,,[(.),[..,(.),..,pause,,9,False,0,False,2.296,2.444,0,True,PAUSE,X,X,(.),(.),False,[,True,False,,False,True,,,,,,,,,,,,,,,1,I,14,1,I,14,True,,,,,,,False,
14,70367,sbc010,3,1.85,1.85,1.85,2.89,1.04,1.04,I,15,3,PHIL;,94,5,3,4,the],the],the,the,word,,9,False,0,False,2.444,2.593,-0.09,True,DET,DET,DT,the,the,False,],True,False,,False,False,,,,,,,,,,,,,,,1,I,15,1,I,15,True,DET,det,10,thing,det,False,True,8
15,70368,sbc010,3,1.85,1.85,1.85,2.89,1.04,1.04,I,16,3,PHIL;,94,6,2,5,first,first,first,first,word,,9,False,0,False,2.593,2.741,-0.26,True,ADJ,ADJ,JJ,first,first,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,16,1,I,16,True,ADJ,amod,10,thing,amod,False,True,9
16,70369,sbc010,3,1.85,1.85,1.85,2.89,1.04,1.04,L,17,3,PHIL;,94,7,1,6,thing,thing,thing,thing,word,,9,False,0,True,2.741,2.89,-0.18,True,NOUN,NOUN,NN,thing,thing,True,,False,False,,False,False,,,,,,,,,,,,,,,1,L,17,1,I,17,True,NOUN,pobj,6,to,pobj,False,True,10
17,70370,sbc010,3,1.85,1.85,1.85,2.89,1.04,1.04,O,18,3,PHIL;,94,8,,,",",",",",",",",endnote,continuing,9,False,0,False,-99.0,-99.0,-0.02,True,PRSDY,PUNCT,",",",",",",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,18,1,I,18,True,PUNCT,punct,17,was,punct,False,True,11
18,70371,sbc010,3,1.85,1.85,1.85,2.89,1.04,1.04,O,19,3,PHIL;,94,9,,,"
","
",,,newline,,9,False,0,True,-99.0,-99.0,-0.02,False,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,19,1,I,19,True,,,,,,,False,
19,70372,sbc010,4,2.17,2.17,2.17,2.37,0.2,0.2,U,20,4,BRAD;,54,1,1,1,[Okay],[Okay],Okay,Okay,word,,3,False,0,True,2.17,2.35,-0.18,True,ADJ,ADJ,JJ,Okay,Okay,False,[],True,False,,False,False,,,,,,,,,,,,,,,2,U,1,2,B,1,True,INTJ,ROOT,19,Okay,ROOT,True,True,19
20,70373,sbc010,4,2.17,2.17,2.17,2.37,0.2,0.2,O,21,4,BRAD;,54,2,,,.,.,.,.,endnote,final,3,False,0,False,-99.0,-99.0,-0.02,True,PRSDY,PUNCT,.,.,.,False,,False,False,,False,False,,,,,,,,,,,,,,,2,O,2,2,I,2,True,PUNCT,punct,19,Okay,punct,False,True,20
21,70374,sbc010,4,2.17,2.17,2.17,2.37,0.2,0.2,O,22,4,BRAD;,54,3,,,"
","
",,,newline,,3,False,0,True,-99.0,-99.0,-0.02,False,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,2,O,3,2,L,3,True,,,,,,,False,
22,70375,sbc010,5,2.89,2.89,2.89,3.95,1.06,1.06,B,23,5,PHIL;,94,1,6,1,what,what,what,what,word,,8,False,0,False,2.89,3.0,-0.11,True,PRON,PRON,WP,what,what,True,,False,False,,False,False,,,,,,,,,,,,,,,3,B,1,1,I,20,True,PRON,pobj,16,about,pobj,False,True,12
23,70376,sbc010,5,2.89,2.89,2.89,3.95,1.06,1.06,I,24,5,PHIL;,94,2,5,2,we,we,we,we,word,,8,False,0,False,3.0,3.12,-0.12000000000000001,True,PRON,PRON,PRP,-PRON-,we,True,,False,False,,False,False,,,,,,,,,,,,,,,3,I,2,1,I,21,True,PRON,nsubj,15,talking,nsubj,False,True,13
24,70377,sbc010,5,2.89,2.89,2.89,3.95,1.06,1.06,I,25,5,PHIL;,94,3,4,3,were,were,were,were,word,,8,False,0,False,3.12,3.29,-0.17,True,AUX,AUX,VBD,be,were,True,,False,False,,False,False,,,,,,,,,,,,,,,3,I,3,1,I,22,True,AUX,aux,15,talking,aux,False,True,14
25,70378,sbc010,5,2.89,2.89,2.89,3.95,1.06,1.06,I,26,5,PHIL;,94,4,3,4,talking,talking,talking,talking,word,,8,False,0,False,3.29,3.45,-0.16,True,VERB,VERB,VBG,talk,talking,True,,False,False,,False,False,,,,,,,,,,,,,,,3,I,4,1,I,23,True,VERB,csubj,17,was,csubj,False,True,15
26,70379,sbc010,5,2.89,2.89,2.89,3.95,1.06,1.06,I,27,5,PHIL;,94,5,2,5,a[2bout,a[2bout,about,about,word,,8,False,0,False,3.45,3.75,-0.3,True,ADP,ADP,IN,about,about,False,[,True,False,,False,False,,,,,,,,,,,,,,,3,I,5,1,I,24,True,ADP,prep,15,talking,prep,False,True,16
27,70380,sbc010,5,2.89,2.89,2.89,3.95,1.06,1.06,L,28,5,PHIL;,94,6,1,6,was],was2],was,was,word,,8,False,0,True,3.75,3.93,-0.18,True,NOUN,NOUN,NN,be,be,False,],True,False,,False,False,,,,,,,,,,,,,,,3,L,6,1,I,25,True,AUX,ROOT,17,was,ROOT,False,True,17
28,70381,sbc010,5,2.89,2.89,2.89,3.95,1.06,1.06,O,29,5,PHIL;,94,7,,,",",",",",",",",endnote,continuing,8,False,0,False,-99.0,-99.0,-0.02,True,PRSDY,PUNCT,",",",",",",False,,False,False,,False,False,,,,,,,,,,,,,,,3,O,7,1,I,26,True,PUNCT,punct,17,was,punct,False,True,18
29,70382,sbc010,5,2.89,2.89,2.89,3.95,1.06,1.06,O,30,5,PHIL;,94,8,,,"
","
",,,newline,,8,False,0,True,-99.0,-99.0,0,True,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,3,O,8,1,L,27,True,,,,,,,False,
30,70383,sbc010,6,3.65,3.65,3.65,4.05,0.4,0.4,U,31,6,BRAD;,54,1,1,1,[2Yeah],[2Yeah],Yeah,Yeah,word,,3,False,0,True,3.65,3.78,-0.13,True,ADV,ADV,RB,yes,yes,False,[],True,False,,False,False,,,,,,,,,,,,,,,4,U,1,3,B,1,True,INTJ,intj,25,got,intj,True,True,21
31,70384,sbc010,6,3.65,3.65,3.65,4.05,0.4,0.4,O,32,6,BRAD;,54,2,,,",",",",",",",",endnote,continuing,3,False,0,False,-99.0,-99.0,0,True,PRSDY,PUNCT,",",",",",",False,,False,False,,False,False,,,,,,,,,,,,,,,4,O,2,3,I,2,True,PUNCT,punct,25,got,punct,False,True,22
32,70385,sbc010,6,3.65,3.65,3.65,4.05,0.4,0.4,O,33,6,BRAD;,54,3,,,"
","
",,,newline,,3,False,0,True,-99.0,-99.0,0,True,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,4,O,3,3,I,3,True,,,,,,,False,
33,70386,sbc010,7,3.95,3.95,3.95,4.430000000000001,0.48,0.48,U,34,7,PHIL;,94,1,,,(H):,(H)=,(H),(H),vocalism,,2,False,0,False,3.95,4.430000000000001,,True,BREATH,PROPN,NP,(H),(H),False,,False,True,4,False,False,,,,,,,,,,,,,,,5,U,1,0,B,1,False,,,,,,,False,
34,70387,sbc010,7,3.95,3.95,3.95,4.430000000000001,0.48,0.48,O,35,7,PHIL;,94,2,,,"
","
",,,newline,,2,False,0,True,-99.0,-99.0,-0.48000000000000004,False,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,5,O,2,0,I,2,False,,,,,,,False,
35,70388,sbc010,8,4.430000000000001,4.430000000000001,4.430000000000001,5.4,0.97,0.97,B,36,8,BRAD;,54,1,7,1,I,I,I,I,word,,9,False,0,True,4.430000000000001,4.52,-0.18,True,PRON,PRON,PRP,i,i,True,,False,False,,False,False,,,,,,,,,,,,,,,6,B,1,3,I,4,True,PRON,nsubj,25,got,nsubj,False,True,23
36,70389,sbc010,8,4.430000000000001,4.430000000000001,4.430000000000001,5.4,0.97,0.97,I,37,8,BRAD;,54,2,6,2,'ve,'ve,'ve,'ve,word,,9,True,36,False,4.52,4.609999999999999,-0.18,True,AUX,AUX,VBP,have,have,False,,False,False,,False,False,,,,,,,,,,,,,,,6,I,2,3,I,5,True,AUX,aux,25,got,aux,False,True,24
37,70390,sbc010,8,4.430000000000001,4.430000000000001,4.430000000000001,5.4,0.97,0.97,I,38,8,BRAD;,54,3,5,3,got,got,got,got,word,,9,False,0,True,4.609999999999999,4.765,-0.31,True,VERB,VERB,VBN,get,got,True,,False,False,,False,False,,,,,,,,,,,,,,,6,I,3,3,I,6,True,VERB,ccomp,35,dropped,ccomp,False,True,25
38,70391,sbc010,8,4.430000000000001,4.430000000000001,4.430000000000001,5.4,0.97,0.97,I,39,8,BRAD;,54,4,4,4,ta,ta,ta,ta,word,,9,True,38,False,4.765,4.92,-0.31,True,PART,PART,TO,to,to,True,,False,False,,False,False,,,,,,,,,,,,,,,6,I,4,3,I,7,True,PART,aux,27,pick,aux,False,True,26
39,70392,sbc010,8,4.430000000000001,4.430000000000001,4.430000000000001,5.4,0.97,0.97,I,40,8,BRAD;,54,5,3,5,pick,pick,pick,pick,word,,9,False,0,False,4.92,5.1,-0.18,True,VERB,VERB,VB,pick,pick,True,,False,False,,False,False,,,,,,,,,,,,,,,6,I,5,3,I,8,True,VERB,xcomp,25,got,xcomp,False,True,27
40,70393,sbc010,8,4.430000000000001,4.430000000000001,4.430000000000001,5.4,0.97,0.97,I,41,8,BRAD;,54,6,2,6,up,up,up,up,word,,9,False,0,False,5.1,5.159999999999999,-0.06,True,ADP,ADP,RP,up,up,True,,False,False,,False,False,,,,,,,,,,,,,,,6,I,6,3,I,9,True,ADP,prt,27,pick,prt,False,True,28
