,corpusSeq,docId,unitId,unitStart,unitStartSkipPause,unitStartSkipPauseAlt,unitEnd,unitDur,unitDurSkipPause,unitBil,tokenSeq,sequence,participant,participantId,order,back,place,transcript,transcriptDt1,text,textDt1,kind,endNote,unitLen,clitic,hostId,noSpaceAfter,wordStart,wordEnd,wordDur,wordDurExact,POS_dft,POS_Spacy,POS_Penn,Lemma,Norm,isAlpha,overlap,isOverlap,isLag,:loc,pause,microPause,laugh,@loc,unclear,#loc,%word,%loc,_word,pre-phonation,pseudograph,quality,co-action,tap,+loc,phonetic,turnSeq,turnBil,turnOrder,utteranceSeq,utteranceBil,utteranceOrder,verbalUnit,POS_Spacy_new,POS_Penn_new,head,head_word,dep,is_spaCy_start,spaCy_ignored,spacy_id
0,164658,sbc022,1,2.8349999999999995,3.3349999999999995,3.185,4.073,1.238,0.738,B,1,1,RANDY;,74,1,,,(...),...,(...),...,pause,,8,False,0,False,2.8349999999999995,3.041,0,True,PAUSE,X,XX,(...),(...),False,,False,False,,True,False,,,,,,,,,,,,,,,1,B,1,1,B,1,True,,,,,,,False,
1,164659,sbc022,1,2.8349999999999995,3.3349999999999995,3.185,4.073,1.238,0.738,I,2,1,RANDY;,74,2,,,(H),(H),(H),(H),vocalism,,8,False,0,False,3.041,3.248,0,True,BREATH,X,XX,(h),(h),False,,False,False,,False,False,,,,,,,,,,,,,,,1,I,2,1,I,2,True,,,,,,,False,
2,164660,sbc022,1,2.8349999999999995,3.3349999999999995,3.185,4.073,1.238,0.738,I,3,1,RANDY;,74,3,,,(%):,%=,(%),%,vocalism,,8,False,0,False,3.248,3.454,0,True,VOCAL,X,X,(%),(%),False,,False,True,4,False,False,,,,,,1,,,,,,,,,1,I,3,1,I,3,True,,,,,,,False,
3,164661,sbc022,1,2.8349999999999995,3.3349999999999995,3.185,4.073,1.238,0.738,I,4,1,RANDY;,74,4,3,1,You,You,You,You,word,,8,False,0,False,3.454,3.66,-0.23,True,PRON,PRON,PRP,-PRON-,you,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,4,1,I,4,True,PRON,nsubj,1,know,nsubj,True,True,0
4,164662,sbc022,1,2.8349999999999995,3.3349999999999995,3.185,4.073,1.238,0.738,I,5,1,RANDY;,74,5,2,2,know,know,know,know,word,,8,False,0,False,3.66,3.867,-0.17,True,VERB,VERB,VBP,know,know,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,5,1,I,5,True,VERB,parataxis,5,was,parataxis,False,True,1
5,164663,sbc022,1,2.8349999999999995,3.3349999999999995,3.185,4.073,1.238,0.738,L,6,1,RANDY;,74,6,1,3,it's:,it's=,it's,it's,word,,8,False,0,True,3.867,4.073,-0.47000000000000003,True,NOUN,NOUN,NN,it's,it's,False,,False,True,5,False,False,,,,,,,,,,,,,,,1,I,6,1,I,6,True,PRON,dobj,1,know,dobj,False,True,2
6,164664,sbc022,1,2.8349999999999995,3.3349999999999995,3.185,4.073,1.238,0.738,O,7,1,RANDY;,74,7,,,",",",",",",",",endnote,continuing,8,False,0,False,-99.0,-99.0,-0.018000000000000002,True,PRSDY,PUNCT,",",",",",",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,7,1,I,7,True,PUNCT,punct,5,was,punct,False,True,3
7,164665,sbc022,1,2.8349999999999995,3.3349999999999995,3.185,4.073,1.238,0.738,O,8,1,RANDY;,74,8,,,"
","
",,,newline,,8,False,0,True,-99.0,-99.0,0,True,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,8,1,I,8,True,,,,,,,False,
8,164666,sbc022,2,4.073,4.223,4.173,6.874,2.801,2.651,B,9,2,RANDY;,74,1,,,(.),..,(.),..,pause,,10,False,0,False,4.073,4.423,0,True,PAUSE,X,XX,(.),(.),False,,False,False,,False,True,,,,,,,,,,,,,,,1,I,9,1,I,9,True,,,,,,,False,
9,164667,sbc022,2,4.073,4.223,4.173,6.874,2.801,2.651,I,10,2,RANDY;,74,2,7,1,it,it,it,it,word,,10,False,0,False,4.423,4.773000000000001,-0.09,True,PRON,PRON,PRP,-PRON-,it,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,10,1,I,10,True,PRON,nsubj,5,was,nsubj,False,True,4
