,corpusSeq,docId,unitId,unitStart,unitStartSkipPause,unitStartSkipPauseAlt,unitEnd,unitDur,unitDurSkipPause,unitBil,tokenSeq,sequence,participant,participantId,order,back,place,transcript,transcriptDt1,text,textDt1,kind,endNote,unitLen,clitic,hostId,noSpaceAfter,wordStart,wordEnd,wordDur,wordDurExact,POS_dft,POS_Spacy,POS_Penn,Lemma,Norm,isAlpha,overlap,isOverlap,isLag,:loc,pause,microPause,laugh,@loc,unclear,#loc,%word,%loc,_word,pre-phonation,pseudograph,quality,co-action,tap,+loc,phonetic,turnSeq,turnBil,turnOrder,utteranceSeq,utteranceBil,utteranceOrder,verbalUnit,POS_Spacy_new,POS_Penn_new,head,head_word,dep,is_spaCy_start,spaCy_ignored,spacy_id
0,65470,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,B,1,1,NATHAN;,26,1,,,(...),...,(...),...,pause,,11,False,0,False,0.0,1.462,-0.09,True,PAUSE,X,XX,(...),(...),False,,False,False,,True,False,,,,,,,,,,,,,,,1,B,1,1,B,1,True,,,,,,,False,
1,65471,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,I,2,1,NATHAN;,26,2,,,(H),(H),(H),(H),vocalism,,11,False,0,False,1.462,2.924,0,True,BREATH,X,XX,(H),(h),False,,False,False,,False,False,,,,,,,,,,,,,,,1,I,2,1,I,2,True,,,,,,,False,
2,65472,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,I,3,1,NATHAN;,26,3,7,1,Am,Am,Am,Am,word,,11,False,0,False,2.924,4.387,-0.06,True,AUX,AUX,VBP,be,am,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,3,1,I,3,True,AUX,aux,2,doing,aux,True,True,0
3,65473,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,I,4,1,NATHAN;,26,4,6,2,I,I,I,I,word,,11,False,0,False,4.387,5.849,-0.09,True,PRON,PRON,PRP,-PRON-,i,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,4,1,I,4,True,PRON,nsubj,2,doing,nsubj,False,True,1
4,65474,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,I,5,1,NATHAN;,26,5,5,3,doing,doing,doing,doing,word,,11,False,0,False,5.849,7.311,-0.24000000000000002,True,VERB,VERB,VBG,do,doing,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,5,1,I,5,True,VERB,ROOT,2,doing,ROOT,False,True,2
5,65475,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,I,6,1,NATHAN;,26,6,4,4,that,that,that,that,word,,11,False,0,False,7.311,8.773,-0.14,True,DET,DET,DT,that,that,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,6,1,I,6,True,PRON,dobj,2,doing,dobj,False,True,3
6,65476,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,I,7,1,NATHAN;,26,7,3,5,right,right,right,right,word,,11,False,0,False,8.773,10.236,-0.21000000000000002,True,NOUN,NOUN,NN,right,right,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,7,1,I,7,True,ADV,advmod,2,doing,advmod,False,True,4
7,65477,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,I,8,1,NATHAN;,26,8,2,6,so,so,so,so,word,,11,False,0,False,10.236,11.698,-0.2,True,ADV,ADV,RB,so,so,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,8,1,I,8,True,ADV,advmod,6,far,advmod,False,True,5
8,65478,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,L,9,1,NATHAN;,26,9,1,7,far,far,far,far,word,,11,False,0,True,11.698,13.16,-0.09,True,ADV,ADV,RB,far,far,True,,False,False,,False,False,,,,,,,,,,,,,,,1,L,9,1,I,9,True,ADV,advmod,2,doing,advmod,False,True,6
9,65479,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,O,10,1,NATHAN;,26,10,,,?,?,?,?,endnote,appeal,11,False,0,False,-99.0,-99.0,-0.37,True,PRSDY,PUNCT,.,?,?,False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,10,1,I,10,True,PUNCT,punct,2,doing,punct,False,True,7
10,65480,sbc009,1,0.0,10.113,0.09,13.16,13.16,3.047,O,11,1,NATHAN;,26,11,,,"
","
",,,newline,,11,False,0,True,-99.0,-99.0,-0.37,False,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,11,1,L,11,True,,,,,,,False,
11,65481,sbc009,2,13.16,13.66,13.16,15.239999999999998,2.08,1.58,B,12,2,KATHY;,25,1,,,(...),...,(...),...,pause,,4,False,0,False,13.16,14.2,0,True,PAUSE,X,XX,(...),(...),False,,False,False,,True,False,,,,,,,,,,,,,,,2,B,1,2,B,1,True,,,,,,,False,
12,65482,sbc009,2,13.16,13.66,13.16,15.239999999999998,2.08,1.58,L,13,2,KATHY;,25,2,1,1,Mhm,Mhm,Mhm,Mhm,word,,4,False,0,True,14.2,15.239999999999998,-1.73,True,INTJ,INTJ,UH,mhm,mhm,True,,False,False,,False,False,,,,,,,,,,,,,,,2,L,2,2,I,2,True,INTJ,ROOT,8,Mhm,ROOT,True,True,8
