,corpusSeq,docId,unitId,unitStart,unitStartSkipPause,unitStartSkipPauseAlt,unitEnd,unitDur,unitDurSkipPause,unitBil,tokenSeq,sequence,participant,participantId,order,back,place,transcript,transcriptDt1,text,textDt1,kind,endNote,unitLen,clitic,hostId,noSpaceAfter,wordStart,wordEnd,wordDur,wordDurExact,POS_dft,POS_Spacy,POS_Penn,Lemma,Norm,isAlpha,overlap,isOverlap,isLag,:loc,pause,microPause,laugh,@loc,unclear,#loc,%word,%loc,_word,pre-phonation,pseudograph,quality,co-action,tap,+loc,phonetic,turnSeq,turnBil,turnOrder,utteranceSeq,utteranceBil,utteranceOrder,verbalUnit,POS_Spacy_new,POS_Penn_new,head,head_word,dep,is_spaCy_start,spaCy_ignored,spacy_id
0,224603,sbc031,1,0.0,0.5,1.01,2.994,2.994,2.494,B,1,1,SHERRY;,99,1,,,(...),...,(...),...,pause,,6,False,0,False,0.0,1.01,-1.01,True,PAUSE,X,XX,(...),(...),False,,False,False,,True,False,,,,,,,,,,,,,,,1,B,1,1,B,1,True,,,,,,,False,
1,224604,sbc031,1,0.0,0.5,1.01,2.994,2.994,2.494,I,2,1,SHERRY;,99,2,3,1,Apricot,Apricot,Apricot,Apricot,word,,6,False,0,False,1.01,1.65,-0.64,True,PROPN,PROPN,NNP,Apricot,apricot,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,2,1,I,2,True,PROPN,compound,2,sauce,compound,True,True,0
2,224605,sbc031,1,0.0,0.5,1.01,2.994,2.994,2.494,I,3,1,SHERRY;,99,3,2,2,m:ustard,m=ustard,mustard,mustard,word,,6,False,0,False,1.65,2.25,-0.6,True,NOUN,NOUN,NN,mustard,mustard,False,,False,True,2,False,False,,,,,,,,,,,,,,,1,I,3,1,I,3,True,NOUN,compound,2,sauce,compound,False,True,1
3,224606,sbc031,1,0.0,0.5,1.01,2.994,2.994,2.494,L,4,1,SHERRY;,99,4,1,3,sauce,sauce,sauce,sauce,word,,6,False,0,True,2.25,2.98,-0.73,True,NOUN,NOUN,NN,sauce,sauce,True,,False,False,,False,False,,,,,,,,,,,,,,,1,I,4,1,I,4,True,NOUN,ROOT,2,sauce,ROOT,False,True,2
4,224607,sbc031,1,0.0,0.5,1.01,2.994,2.994,2.494,O,5,1,SHERRY;,99,5,,,.,.,.,.,endnote,final,6,False,0,False,-99.0,-99.0,-0.014,True,PRSDY,PUNCT,.,.,.,False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,5,1,I,5,True,PUNCT,punct,2,sauce,punct,False,True,3
5,224608,sbc031,1,0.0,0.5,1.01,2.994,2.994,2.494,O,6,1,SHERRY;,99,6,,,"
","
",,,newline,,6,False,0,True,-99.0,-99.0,-0.014,False,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,6,1,L,6,True,,,,,,,False,
6,224609,sbc031,2,2.994,3.494,2.9939999999999998,4.795,1.801,1.301,B,7,2,SHERRY;,99,1,,,(...),...,(...),...,pause,,3,False,0,False,2.994,2.994,-0.014,False,PAUSE,X,XX,(...),(...),False,,False,False,,True,False,,,,,,,,,,,,,,,1,I,7,0,B,1,False,,,,,,,False,
7,224610,sbc031,2,2.994,3.494,2.9939999999999998,4.795,1.801,1.301,L,8,2,SHERRY;,99,2,,,(H),(H),(H),(H),vocalism,,3,False,0,False,2.994,2.994,-0.014,False,BREATH,X,XX,(h),(h),False,,False,False,,False,False,,,,,,,,,,,,,,,1,L,8,0,I,2,False,,,,,,,False,
8,224611,sbc031,2,2.994,3.494,2.9939999999999998,4.795,1.801,1.301,O,9,2,SHERRY;,99,3,,,"
","
",,,newline,,3,False,0,True,-99.0,-99.0,-0.014,False,SPACE,SPACE,_SP,"
","
",False,,False,False,,False,False,,,,,,,,,,,,,,,1,O,9,0,I,3,False,,,,,,,False,
9,224612,sbc031,3,4.795,5.295,4.795,6.349,1.554,1.054,B,10,3,BETH;,100,1,,,(...),...,(...),...,pause,,3,False,0,False,4.795,5.572,-1.75,True,PAUSE,X,XX,(...),(...),False,,False,False,,True,False,,,,,,,,,,,,,,,2,B,1,0,B,1,False,,,,,,,False,
