word,model_type,back,hurdle_place,theta_mean,theta_se_mean,theta_sd,theta_2.5%,theta_25%,theta_50%,theta_75%,theta_97.5%,theta_n_eff,theta_Rhat,lambda_mean,lambda_se_mean,lambda_sd,lambda_2.5%,lambda_25%,lambda_50%,lambda_75%,lambda_97.5%,lambda_n_eff,lambda_Rhat,mu_mean,mu_se_mean,mu_sd,mu_2.5%,mu_25%,mu_50%,mu_75%,mu_97.5%,mu_n_eff,mu_Rhat,phi_mean,phi_se_mean,phi_sd,phi_2.5%,phi_25%,phi_50%,phi_75%,phi_97.5%,phi_n_eff,phi_Rhat,psi_intercept_mean,psi_intercept_se_mean,psi_intercept_sd,psi_intercept_2.5%,psi_intercept_25%,psi_intercept_50%,psi_intercept_75%,psi_intercept_97.5%,psi_intercept_n_eff,psi_intercept_Rhat,psi_slope_mean,psi_slope_se_mean,psi_slope_sd,psi_slope_2.5%,psi_slope_25%,psi_slope_50%,psi_slope_75%,psi_slope_97.5%,psi_slope_n_eff,psi_slope_Rhat,alpha_intercept_mean,alpha_intercept_se_mean,alpha_intercept_sd,alpha_intercept_2.5%,alpha_intercept_25%,alpha_intercept_50%,alpha_intercept_75%,alpha_intercept_97.5%,alpha_intercept_n_eff,alpha_intercept_Rhat,alpha_slope_mean,alpha_slope_se_mean,alpha_slope_sd,alpha_slope_2.5%,alpha_slope_25%,alpha_slope_50%,alpha_slope_75%,alpha_slope_97.5%,alpha_slope_n_eff,alpha_slope_Rhat,waic,waic_scaled,keep
'd,gen,FALSE,NA,2.060569242,0.001539436,0.092022127,1.879159592,1.998749023,2.060929302,2.122300222,2.242097196,3573.231236,1.000431513,0.197429494,0.000585445,0.036985468,0.128165625,0.171852091,0.196435709,0.221477642,0.271891985,3991.074684,0.999642284,6.095092432,0.002151581,0.131948395,5.841041565,6.005939229,6.092255163,6.182219536,6.357361107,3760.908116,1.000496633,20.80353504,0.084053517,5.093868451,13.16044622,17.21442887,20.05468364,23.52937034,32.82170821,3672.684883,1.000592204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3668.010595,8.115067687,hur
'd,hurdle,FALSE,1,1.27924613,0.006502861,0.310679312,0.67752631,1.069832294,1.281689435,1.487781779,1.896523935,2282.526145,1.000659518,0.333218912,0.000975615,0.047658212,0.238719216,0.300615299,0.334453016,0.366879465,0.420705405,2386.265004,1.000449287,6.09851917,0.002239585,0.13666301,5.833486717,6.006591183,6.094157497,6.190074638,6.377149334,3723.634562,1.000247392,20.65030359,0.085063403,4.926648672,13.16058528,17.19304432,20.03959368,23.28326859,32.46549951,3354.42187,0.999783289,1.69540713,0.005972443,0.271827037,1.167676988,1.513945192,1.692992122,1.878717303,2.245942758,2071.482194,1.000555251,-0.280328587,0.000945216,0.043074575,-0.365347608,-0.308812181,-0.279835018,-0.250735136,-0.197058019,2076.730692,1.000547919,-5.455722134,0.076442795,3.347109332,-12.81429331,-7.5449709,-5.138645023,-3.036544954,0.17158748,1917.196732,1.002918845,-0.926576932,0.01462024,0.686494272,-2.435923641,-1.361246454,-0.871706779,-0.424502187,0.230120189,2204.777895,1.001118782,3431.258589,7.591280063,hur
'll,gen,FALSE,NA,1.931416053,0.001166513,0.069696101,1.795625901,1.886473695,1.930673137,1.978871494,2.067434469,3569.751911,1.000002195,0.075398491,0.000462251,0.025976774,0.027485588,0.057813101,0.074679258,0.091935899,0.129480475,3158.023402,1.000329062,5.824885247,0.001674688,0.107090834,5.611156921,5.751697142,5.824997626,5.896755807,6.031629149,4089.183288,0.999478142,15.66925715,0.050634231,2.931739491,11.04628471,13.5628088,15.27028087,17.39222563,22.41901566,3352.450074,1.000045824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5322.045709,7.849624939,hur
'll,hurdle,FALSE,1,0.59089742,0.005597609,0.243218382,0.154510604,0.419881571,0.579979857,0.75425088,1.089588293,1887.937509,1.000045705,0.313501592,0.000769365,0.036743993,0.236913006,0.289844579,0.314842667,0.338567028,0.381433833,2280.908132,0.999858871,5.823170699,0.001788825,0.10642276,5.619865176,5.748449989,5.823369231,5.895689699,6.036506478,3539.428117,0.999576818,15.60244774,0.052738055,2.876127468,11.09272287,13.59169603,15.24602532,17.20363128,22.355222,2974.185456,0.999498371,1.489831032,0.004310152,0.196340264,1.107963187,1.354646192,1.488858122,1.620088014,1.882288121,2075.074243,1.005236239,-0.217931566,0.000671006,0.030854562,-0.279256188,-0.238749495,-0.217618932,-0.197112448,-0.158679466,2114.393068,1.007030964,-5.883903773,0.072577444,3.238500834,-12.99085525,-7.837793182,-5.610816581,-3.547062505,-0.496738281,1991.061545,1.002246715,-0.93252867,0.014716557,0.704077799,-2.473660564,-1.37714495,-0.874141259,-0.399228754,0.221843228,2288.910935,0.999959453,4924.708586,7.263581985,hur
'm,gen,FALSE,NA,1.994474608,0.001024765,0.062148284,1.876442511,1.95284036,1.993432866,2.035205695,2.120027315,3677.985048,1.000941973,0.168282277,0.000384061,0.025092161,0.12131618,0.151164941,0.167829706,0.184429019,0.220941019,4268.507329,0.999909982,5.820234906,0.00166338,0.102191582,5.624393691,5.750850004,5.819077072,5.890609736,6.024984522,3774.395437,0.999153345,10.07742005,0.021092453,1.325293174,7.807275803,9.13664299,9.962724585,10.869772,13.05155685,3947.932646,0.999920787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7406.166213,8.094170724,hur
'm,hurdle,FALSE,1,1.300065535,0.005493949,0.252879024,0.812968892,1.134059018,1.297147808,1.463201282,1.809964793,2118.636443,1.000190232,0.322267837,0.000786367,0.036384688,0.248045954,0.297937225,0.323409379,0.347123862,0.389848333,2140.850003,0.999897504,5.821980679,0.001666658,0.099129799,5.637845648,5.754664291,5.81813249,5.888751419,6.021327296,3537.65633,1.000151927,10.06157158,0.022134075,1.309419628,7.866125572,9.155146736,9.90629969,10.85147146,12.97187594,3499.733159,1.001983181,1.214727262,0.003347021,0.150672443,0.919454136,1.110030976,1.214744854,1.317803242,1.501748693,2026.519619,1.000631802,-0.164886496,0.00051112,0.022795674,-0.208440661,-0.180613424,-0.164450482,-0.149275631,-0.120444482,1989.107818,1.000274687,-6.028238155,0.060958012,3.00955637,-12.43449372,-7.94332945,-5.757461731,-3.853190821,-0.9810344,2437.492981,1.00015012,-0.952688998,0.014537101,0.72371379,-2.558056311,-1.412866064,-0.864104548,-0.43013182,0.213497525,2478.438178,1.000065008,6910.183409,7.552113015,hur
're,gen,FALSE,NA,2.318312069,0.001023483,0.063597899,2.196048467,2.2754901,2.316966662,2.36209287,2.443290826,3861.217556,1.000080948,0.290133558,0.000465774,0.027619138,0.237776491,0.271413399,0.290019067,0.30796418,0.345875889,3516.166562,0.999737733,5.708829754,0.001217854,0.081118294,5.552412179,5.652483623,5.707929922,5.763108749,5.871052901,4436.569887,1.001341627,14.32947986,0.032310597,2.029395263,10.94217443,12.87997268,14.11891366,15.5315978,19.12777052,3944.96656,1.000928244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9570.536763,8.159025373,hur
're,hurdle,FALSE,1,1.676939617,0.003654167,0.190612003,1.3114999,1.545039136,1.673568452,1.804384571,2.056353328,2720.969888,1.000217981,0.339583678,0.000517311,0.028031307,0.283336317,0.321128251,0.34083469,0.358773265,0.391914151,2936.183639,1.000651448,5.708480273,0.001366386,0.085685144,5.545330843,5.648747891,5.707087841,5.766619868,5.87894299,3932.459525,1.000086929,14.31891707,0.034971536,2.081290454,10.90718928,12.83596488,14.09552685,15.55173189,19.03561435,3541.897353,1.000154382,1.383942953,0.003274636,0.149051627,1.09541293,1.282558715,1.381726689,1.482899802,1.672284493,2071.797321,1.000118923,-0.292005051,0.00056755,0.02555691,-0.34230367,-0.309104708,-0.29147747,-0.275172577,-0.241794383,2027.725435,1.000240749,-6.191058839,0.061197826,2.976980451,-12.64597961,-8.108340349,-5.941177507,-4.062957969,-1.039969953,2366.355416,1.000888459,-0.972746492,0.013896676,0.691741913,-2.494218529,-1.409515227,-0.910522931,-0.471181046,0.176462659,2477.800306,1.000765228,9150.371436,7.800828163,hur
's,gen,FALSE,NA,2.124236794,0.000457086,0.028042039,2.070879971,2.104882382,2.124219084,2.143391495,2.178864195,3763.779882,1.000969534,0.166911553,0.000187578,0.011292262,0.145840658,0.159164786,0.166534692,0.174532853,0.189190692,3624.066159,1.000403464,5.042531349,0.000499122,0.036038775,4.97225644,5.018793479,5.042255547,5.067242447,5.11354331,5213.463583,0.99964357,12.64807778,0.013514935,0.852549,11.09213488,12.03811678,12.59887355,13.21670493,14.42390915,3979.337346,1.000173909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41759.64605,7.701889717,hur
's,hurdle,FALSE,1,1.318398031,0.00200253,0.10099427,1.12250746,1.247869149,1.317314314,1.386910055,1.513313737,2543.520223,1.000072504,0.298713922,0.000278996,0.014799989,0.269993239,0.288625203,0.298618639,0.308634386,0.328287849,2814.014117,0.99980737,5.04334953,0.000528142,0.035306876,4.974372521,5.019682453,5.043754751,5.066784059,5.113557638,4469.068882,0.9997995,12.60578184,0.01250791,0.808170841,11.15538495,12.04511922,12.56992751,13.13626123,14.28158549,4174.811674,1.001088753,1.74575866,0.001371179,0.068711793,1.613981147,1.698858136,1.74502402,1.792370725,1.883478199,2511.157536,1.001170117,-0.30831029,0.000244519,0.012611795,-0.332634468,-0.316741806,-0.308317879,-0.299668749,-0.283818785,2660.295299,1.001603169,-2.610062296,0.027048567,1.421962294,-5.454945231,-3.559407588,-2.529376131,-1.615436275,0.002808175,2763.679271,1.003201004,-1.509340215,0.011384169,0.586140179,-2.731349633,-1.893042996,-1.477290382,-1.084975812,-0.472637662,2650.942493,1.001981102,39022.05285,7.196985033,hur
've,gen,FALSE,NA,2.150384019,0.001379798,0.089249527,1.983247628,2.087312929,2.150641833,2.208955485,2.326044988,4183.893089,1.000187852,0.212497146,0.000552217,0.035003132,0.14574516,0.189339236,0.210869155,0.235293305,0.284661375,4017.850938,1.000294086,6.274466736,0.001998236,0.127644946,6.028071994,6.186529836,6.275123843,6.360025878,6.518762512,4080.501888,0.999265621,22.26971642,0.08605159,4.977883669,14.63046742,18.77439897,21.49208594,25.09048706,33.98767052,3346.352506,0.999804769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4175.732072,8.203795819,hur
've,hurdle,FALSE,1,0.991021887,0.005471943,0.268807481,0.472396685,0.811964593,0.98224791,1.171776462,1.513636003,2413.235011,1.000288601,0.355681495,0.000742057,0.038678808,0.278277705,0.33049258,0.356932974,0.381691157,0.428692533,2716.890851,1.000190888,6.273682871,0.00207668,0.125563213,6.027483341,6.189580973,6.273438277,6.356492822,6.521281768,3655.827423,1.000549788,22.21937069,0.077959309,4.935506744,14.69401033,18.72553783,21.43177766,25.09747111,33.35332501,4007.998383,0.999771549,0.992288815,0.005107706,0.243365017,0.53802627,0.82538952,0.991846801,1.15765841,1.456673463,2270.201971,1.000446755,-0.207483239,0.000783166,0.038118464,-0.282411996,-0.234199251,-0.205873558,-0.181757608,-0.134377141,2368.987663,1.000228419,-5.589667671,0.06826201,3.408316231,-13.0438969,-7.828573383,-5.262466338,-3.078995918,0.159602893,2492.996246,1.000998674,-0.969265152,0.015025917,0.719602974,-2.552900137,-1.434706935,-0.914304336,-0.446022591,0.256030718,2293.527466,1.001464455,3973.581341,7.806643105,hur
a,gen,TRUE,NA,2.656682542,0.000601176,0.035852681,2.58794375,2.631828699,2.656467381,2.680190309,2.728559051,3556.636617,1.000502681,0.322316638,0.00025297,0.015637904,0.291655892,0.311824698,0.322090261,0.332559411,0.353604087,3821.375612,0.999389544,5.980376419,0.000612297,0.042168856,5.900507489,5.951922216,5.980668321,6.007357098,6.063946812,4743.067391,0.99979748,16.16593331,0.01948229,1.204555444,14.0304422,15.32952629,16.1153733,16.9836951,18.65668512,3822.729494,1.000684234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40579.46272,8.365174752,hur
a,hurdle,TRUE,-2,2.603557878,0.001494324,0.08151515,2.444321169,2.548413898,2.603753945,2.659943144,2.764119634,2975.686371,1.001199665,0.243727194,0.000254181,0.014553644,0.215127484,0.234120408,0.24375651,0.253407494,0.272087602,3278.371094,1.000036815,5.97999748,0.000609693,0.041355399,5.899895259,5.951574701,5.979964442,6.007723176,6.060521543,4600.889561,1.000708493,16.15371194,0.018397122,1.188234395,14.06818106,15.31131959,16.05728725,16.89186069,18.75259338,4171.61738,0.999807819,0.963798705,0.001726352,0.086256259,0.799236313,0.903212928,0.962143885,1.022414104,1.131304097,2496.448438,1.000668148,-0.320671303,0.000303321,0.015166852,-0.350563633,-0.33076461,-0.320641941,-0.31029994,-0.291149421,2500.266806,1.001119718,0.558539945,0.003167755,0.163818802,0.239277271,0.448547021,0.558192781,0.666058541,0.883440335,2674.386901,0.999569686,-0.702911338,0.000783938,0.042117301,-0.786273195,-0.730387049,-0.702467079,-0.674595257,-0.621779539,2886.408849,0.999646423,40608.46186,8.371152724,hur
about,gen,TRUE,NA,1.904402088,0.001132656,0.070069106,1.773079513,1.857056851,1.902429114,1.950933765,2.044909991,3826.985729,0.999671755,0.495581845,0.000905164,0.049140175,0.408366352,0.461731968,0.492047557,0.526208129,0.60319613,2947.263962,0.999913134,6.133232856,0.001491936,0.100195773,5.936138162,6.064207395,6.134045184,6.202209616,6.328092815,4510.229471,0.999150586,15.27150552,0.0409312,2.468361576,11.26595141,13.52829698,14.96206613,16.70542839,20.94645561,3636.709367,1.000464392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7473.083521,8.47288381,gen
about,hurdle,TRUE,-2,2.763537212,0.003968156,0.217065924,2.339477417,2.617703488,2.767785179,2.911416768,3.184001901,2992.304763,1.00118155,0.234889792,0.000725358,0.039185727,0.160692978,0.207568466,0.234338182,0.261600497,0.311393835,2918.440663,1.00075335,6.128917047,0.001474873,0.09802862,5.933943538,6.06249948,6.129353459,6.193888707,6.327135719,4417.704989,0.99935388,15.30472791,0.046062687,2.593166625,11.15666987,13.46663197,15.01045081,16.75045843,21.24418878,3169.292387,0.999259412,0.90321155,0.004221367,0.194260404,0.530372768,0.768666997,0.9028905,1.030624197,1.288031101,2117.689623,1.000126389,-0.233213427,0.000651532,0.030315526,-0.294921127,-0.253093727,-0.233128767,-0.212621563,-0.175782347,2165.005638,0.999742136,0.712484045,0.004999934,0.23365428,0.25555622,0.555268114,0.713806368,0.871849617,1.159617726,2183.830428,1.000578858,-0.312520412,0.000815352,0.039964187,-0.390139766,-0.339937233,-0.313104388,-0.285471197,-0.234210328,2402.435156,1.00014498,7526.838507,8.533830507,gen
after,gen,FALSE,NA,2.214033476,0.004807604,0.26174304,1.738374677,2.033303714,2.203086017,2.387020663,2.754811322,2964.100587,1.001207205,0.908903199,0.001331386,0.064369779,0.758721107,0.868442852,0.919945816,0.960832997,0.995926016,2337.523015,0.999525453,4.983010288,0.003931238,0.22753283,4.552807575,4.826698243,4.971797135,5.13208092,5.444158753,3349.88102,1.000082562,8.121262632,0.045969472,2.390343332,4.709174655,6.458057378,7.70602922,9.259084853,14.21811533,2703.843446,1.000613878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352.488032,8.196897165,gen
after,hurdle,FALSE,0,4.058657496,0.013929549,0.612932763,3.06913884,3.634514604,3.979476846,4.402239542,5.511791338,1936.206038,1.001436211,0.634306982,0.003267863,0.145679732,0.375185325,0.530010909,0.61950979,0.729710736,0.945362858,1987.332749,1.000767501,4.915638995,0.004168708,0.233510065,4.472140694,4.754644708,4.905688582,5.069207872,5.397108603,3137.67778,1.000098285,5.727818054,0.019907158,1.196215493,3.82945067,4.88537834,5.577200486,6.397366658,8.458985215,3610.774095,1.000792463,2.051475405,0.008695112,0.442758785,1.222903435,1.749882709,2.032189623,2.343906604,2.964612847,2592.889699,1.000165276,-0.580842009,0.002036187,0.10175774,-0.789455423,-0.647953182,-0.576965644,-0.509394509,-0.393391916,2497.465914,1.000293406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332.379168,8.075025262,gen
all,gen,TRUE,NA,3.656089179,0.007751275,0.30184893,3.156824222,3.416852057,3.628621071,3.874459232,4.260002493,1516.467261,1.003366416,0.818761877,0.002441692,0.09983837,0.630495538,0.741696084,0.820180895,0.899314149,0.987267881,1671.911625,1.002593706,5.726622942,0.001637309,0.085107414,5.562106305,5.66901317,5.725874549,5.783829697,5.896227737,2701.927618,1.000023831,12.6735888,0.03529972,1.698150788,9.836709694,11.47155974,12.48903084,13.75220372,16.3421227,2314.248428,1.00074581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9365.181914,8.429506674,gen
always,gen,FALSE,NA,2.779281007,0.00305401,0.186289422,2.432965597,2.647133183,2.775526159,2.900841019,3.157249974,3720.79216,0.999675388,0.341210658,0.001481334,0.084580724,0.192172681,0.28454608,0.333357082,0.391006801,0.526191307,3260.144811,1.000387313,5.665373205,0.003074082,0.204813718,5.265965156,5.529446595,5.664408559,5.798505444,6.085784902,4439.020121,1.000294931,11.33679989,0.051042419,3.182075302,6.713972526,9.06628704,10.79328957,12.9535667,19.20093644,3886.497646,1.000022133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1724.52567,8.2909888,gen
an,gen,TRUE,NA,2.368773751,0.001799827,0.11762116,2.146159069,2.284895644,2.366781623,2.449151714,2.596022607,4270.800345,0.999390945,0.363025491,0.000902899,0.05707334,0.260726638,0.323882811,0.358212794,0.399812829,0.48748211,3995.654435,1.000415753,5.740944953,0.002339925,0.146300351,5.468159285,5.640294442,5.739799994,5.838250909,6.028165481,3909.190041,1.000053524,12.91330737,0.044203113,2.868496266,8.635153717,10.86282059,12.50017982,14.56135603,19.50473325,4211.170925,1.000081565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3163.542571,8.281525056,hur
an,hurdle,TRUE,-2,2.292102958,0.005224156,0.313737563,1.67631208,2.083584467,2.290774508,2.502901216,2.901635142,3606.622544,0.999594338,0.317040744,0.000865439,0.050804072,0.21413031,0.282298703,0.317540205,0.352231631,0.414665622,3446.073084,0.999167389,5.740727113,0.002243245,0.152556704,5.451163779,5.63654789,5.738189188,5.844065306,6.047958203,4624.971455,1.000028236,12.94504704,0.044778073,2.839895453,8.569018791,10.90354962,12.55117488,14.50419404,19.62969169,4022.29485,0.999811468,1.169751871,0.005284502,0.283649719,0.620623519,0.972664874,1.163823461,1.355801307,1.751554858,2881.088908,1.000233249,-0.264723349,0.000914089,0.048302385,-0.363891252,-0.296073297,-0.26325654,-0.231458134,-0.171804359,2792.28834,1.00006465,1.581487508,0.012358065,0.672096712,0.259112661,1.12406061,1.593700525,2.041686505,2.906138999,2957.757649,0.999893506,-1.238886945,0.004489568,0.24647018,-1.751625226,-1.396753327,-1.228326247,-1.067969951,-0.784549838,3013.836367,0.999630768,3099.871023,8.114845611,hur
and,gen,FALSE,NA,0.546788126,0.000262584,0.014216065,0.519254458,0.537211097,0.546893018,0.556447415,0.573838579,2931.041134,0.999893253,0.986420876,0.000187089,0.010114804,0.963173899,0.980606144,0.988294196,0.99455472,0.999402634,2922.933748,1.001025807,4.707326789,0.000658055,0.038453767,4.632460172,4.680350198,4.706942999,4.733099895,4.78204185,3414.70471,1.00019086,3.342903249,0.001826121,0.101087195,3.153939423,3.274267421,3.341842927,3.4102938,3.544118299,3064.311885,0.999565884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55352.81116,7.04503133,hur
and,hurdle,FALSE,1,6.050966554,0.002073945,0.146338462,5.768109295,5.952758062,6.053461576,6.150970726,6.330988836,4978.776867,0.999874929,0.345037247,0.000501688,0.036925276,0.275152784,0.319978888,0.34361166,0.368220442,0.420944558,5417.260504,0.999337103,4.707266232,0.000495246,0.037422535,4.634992334,4.681757742,4.706956294,4.732589726,4.781642738,5709.835156,0.99931082,3.343165015,0.001369512,0.10044167,3.153030281,3.274652713,3.340598878,3.410001459,3.549186391,5378.931769,0.999577033,0.275965834,0.002424643,0.119305997,0.044431763,0.19552377,0.276801934,0.356258461,0.511842533,2421.191287,1.001059204,-0.328350811,0.000427699,0.022182778,-0.372064094,-0.343660838,-0.328146353,-0.312788886,-0.285239036,2690.019851,1.000849058,3.186686509,0.001515058,0.072727001,3.046065293,3.137258382,3.185504493,3.234501719,3.331728069,2304.26817,1.002149412,-0.316283638,0.000206932,0.010501689,-0.337233938,-0.323132066,-0.316291651,-0.3093713,-0.295900284,2575.508642,1.001999763,53614.71469,6.82381503,hur
another,gen,TRUE,NA,2.050740902,0.006178454,0.240925117,1.672533702,1.884274849,2.023250724,2.168393957,2.666372482,1520.56314,1.000817503,0.523245377,0.003901419,0.15517757,0.286454286,0.414356236,0.492799536,0.603955382,0.920325191,1582.022626,1.000200908,5.533684526,0.004192043,0.244701933,5.061459395,5.366692831,5.533198896,5.693065628,6.041950374,3407.40162,0.99945376,13.23636606,0.082361643,4.422855498,7.220718654,10.08497041,12.45921824,15.52197364,23.98770685,2883.736003,1.000143822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158.034509,8.213010701,hur
another,hurdle,TRUE,-2,2.91078659,0.010506339,0.564381076,1.827938195,2.537613471,2.904866728,3.300125934,4.031390641,2885.639296,1.001045594,0.252575456,0.001829058,0.102757848,0.057371213,0.182268498,0.250348723,0.32034553,0.457646782,3156.275123,1.000112656,5.531603461,0.003475787,0.233609665,5.094375759,5.36936714,5.522991842,5.690802047,6.010778861,4517.261008,0.999535046,13.233437,0.077800003,4.326291414,7.115795276,10.18884303,12.45553893,15.48595621,23.88446042,3092.233744,0.999638776,2.049267461,0.011283312,0.515848499,1.044907945,1.711088828,2.047166689,2.370028896,3.07196344,2090.119774,0.999994174,-0.401233232,0.001898012,0.090314078,-0.585631977,-0.461045256,-0.399821744,-0.34133496,-0.224587046,2264.191631,0.999848126,0.727200945,0.014295046,0.658316337,-0.570541794,0.284513316,0.730209024,1.16764219,2.030389813,2120.792243,0.999862196,-0.358321164,0.002507261,0.119628883,-0.604114308,-0.43462844,-0.353289467,-0.274698522,-0.135277256,2276.528671,0.999521687,1153.926794,8.183877969,hur
any,gen,TRUE,NA,2.406803288,0.00208636,0.131848445,2.156745368,2.314560186,2.404572976,2.495872744,2.674859609,3993.662587,0.99995821,0.357609223,0.001009456,0.063432469,0.244417801,0.313404217,0.353286778,0.397728853,0.493459929,3948.6468,0.999802165,6.253478694,0.002782219,0.174228991,5.914474762,6.136078453,6.25582985,6.369934385,6.598733359,3921.552891,0.999426713,14.74123547,0.063739001,3.785238546,9.130592822,12.06994284,14.16414275,16.75496763,23.65667669,3526.760773,0.999569709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2505.153569,8.520930505,gen
anything,gen,TRUE,NA,1.152621742,0.003112758,0.150958103,0.87930176,1.043857612,1.146528264,1.255031936,1.472363589,2351.917568,1.000834987,0.84648187,0.00227325,0.109532978,0.601901722,0.772304197,0.867720849,0.93709988,0.995401064,2321.643322,1.000968616,5.748723269,0.003931854,0.231436162,5.301824036,5.594553682,5.746091713,5.897083749,6.209321672,3464.717092,0.999572229,7.811837532,0.036213046,1.996509486,4.771932198,6.476636569,7.473817806,8.869666798,12.46590603,3039.57344,1.000462943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620.659361,8.062981895,gen
anything,hurdle,TRUE,-1,2.54093438,0.00543413,0.307203237,1.933100776,2.336539903,2.544806526,2.752482717,3.121687092,3195.888337,1.000898827,0.163302373,0.001540044,0.087329925,0.021534025,0.097883094,0.15458404,0.219794438,0.354571615,3215.586161,1.000107379,5.685174048,0.003777758,0.237929384,5.226148495,5.522787553,5.680559328,5.840167625,6.174001915,3966.687533,0.999405016,5.906140079,0.018602858,1.13606645,4.068810467,5.097312275,5.761992484,6.565597963,8.437124814,3729.478574,0.999846473,1.585200426,0.006691411,0.355582194,0.909533341,1.349313881,1.572994065,1.817088943,2.313175461,2823.868978,0.999649719,-0.270063415,0.001095055,0.05711569,-0.385032861,-0.30754783,-0.267370054,-0.230576479,-0.165322229,2720.440878,0.999547188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606.038378,7.990240685,gen
