"MDS1","MDS2","MDS3","MDS4","MDS5"
-0.205361431843938,-0.0218974042885342,0.236815035153297,0.00594193699226283,0.0276970332603969
-0.183991162590285,-0.00865077752571768,0.302523618441925,0.0134578590677082,0.0130456849059033
-0.182785413128166,-0.0309275460416053,0.257553456243549,0.0233970549292818,-0.0075168746538117
-0.203095072649039,-0.0624224079277151,0.179914386050243,0.00251489451589739,-0.0107636451959324
-0.176043872102115,-0.0600905971163126,0.238864460638594,0.00217887409049639,-0.053922389429343
-0.211707177955425,-0.0276008572985258,0.219328716252589,0.0058148735330778,0.0477780466474817
-0.0951644492983325,0.00353788708211121,0.0073257552138415,0.00583382756001358,0.0125062944270665
-0.0567507032375167,0.0730509001420648,0.00944522982855232,0.0152032657024424,0.01609157559409
0.0524271054616586,0.0377340438168538,-0.11909250502653,-0.0181664946505004,0.0137169755209695
-0.0772506964694713,-0.0168280073328568,-0.028249308135075,0.00586385328875475,-0.0144381647891646
-0.0753845190651591,-0.0169269880339309,0.00500061461121505,0.00411423960040675,-0.000321090093111425
-0.091526589973427,-0.00144737918778915,-0.0497709263569471,-0.174343810101961,-0.0168133401993689
0.259994083501747,0.215937951938263,-0.244434093953998,0.0147140285631661,-0.0126501167621598
-0.105544293375507,-0.0344273572229022,-0.085872841982902,-0.08293499186583,-0.0322733279459482
-0.0896986186536271,0.0287174173695248,0.0107831816242768,0.00987646857012821,0.0228782259102601
-0.0747677326784495,-0.163952045327121,-0.157782660639808,0.078884504233649,-0.03971920439972
-0.00174960736197808,0.0281451610596707,-0.00695786617421197,0.00600676632263187,-0.0259293740847533
-0.0860051593641043,-0.127989399513209,-0.121215906475436,0.0134203558451834,-0.0407812387324749
-0.129860011892959,-0.0734840009925573,-0.0379148895506152,-0.00301259900895892,0.0131991025948044
-0.0753104689239154,-0.00654647427858177,0.0125133980319813,0.00551364759810234,0.0102981422040694
-0.0890393527207308,0.0414043121886453,-0.0130404046661392,0.0134228326074728,0.014877980790752
0.35387118189311,0.209448246295554,-0.0101217114364174,0.0162581769372537,-0.00761827444053857
-0.174786768438002,-0.0771046752233018,-0.00402686143261729,-0.0112380840492783,0.0628684217550871
-0.125210984832718,-0.16186511957623,-0.0886092355891228,0.0173073473123547,-0.0651220514686146
-0.108136624296126,-0.100240377193074,-0.102455376087046,-0.0980809531573943,-0.0404493042509708
0.47794494973864,0.255460777679762,-0.0734923801026759,0.0075727789697146,-0.0130932624661556
-0.0677706982663232,-0.0268444882028525,0.00220544102432736,0.00323209044620668,-0.00460699412237917
-0.0965093923126551,0.0826503603953234,0.230142931717204,0.000660304119605164,0.00812081887062843
-0.100720968020525,-0.0705177420649612,-0.0360856262309649,-0.00181980284805577,-0.0190090874365478
-0.0894433158470659,-0.00617679498975196,0.00131816978731946,0.00481672781029379,0.000845104698110132
-0.0612607371789574,0.0451686398365057,0.00808232864696589,0.00933920581722016,-0.00198093746992872
0.375760427131906,0.451432378937552,-0.132093862951972,0.0450658695311893,-0.0223963356661638
-0.0533699956204027,-0.0273721410837056,0.00693150626232555,0.00374289264555237,0.00440602911113785
-0.0779417081531897,0.0522738817130625,0.103149315381834,0.000199055333467079,0.00425999448316863
0.0372287763237713,0.186054671154058,0.013965256497827,0.0323354219636654,0.031369695816739
-0.00409881354245778,0.0800398425390468,0.0457393173225808,0.00986804569218311,0.000905252498851243
-0.100607486652924,-0.0788136439811938,-0.106222806561631,-0.0649954989692204,-0.0420517881717278
-0.0414791912374669,0.0569014796179767,-0.000859628865999654,0.0128256671831928,0.00090668987364886
-0.0010808467831809,0.0883603339027078,0.0408353962417735,0.0104622673329313,-0.00197770878589036
-0.0434056816459139,0.107091004502145,0.00498956034981742,0.0207174564372147,0.0220463135457826
-0.00628148571797323,0.0884210317455278,-0.00296064501833436,0.0147493706187682,-0.0024058494984129
-0.111316558716292,-0.121567395593565,-0.149457730056051,0.0597068201640067,-0.0249121754247206
-0.063682209235096,0.0382468545400677,0.00358013092979551,0.0109794303454362,0.00632639134036504
-0.0442467754801618,0.00590136948425158,-0.0365056537172418,0.0277177215633784,0.0204326545189104
0.0423449430164894,-0.13437758389371,-0.112322136093931,0.113648292178599,-0.0676782660505189
-0.0383835570293444,-0.00898594654461927,-0.0208254660055261,0.00661725862612578,-0.010242577078557
0.0175043997868022,0.00101468046379922,0.0406931123939713,0.00233250362209162,0.00491100652242107
-0.0720155313167803,0.00568104820681474,0.0196558710232693,0.00745393114702032,0.0201794774651492
0.0279880877684631,-0.00451462023769645,0.0194499381349382,0.00168722968046556,0.00010832663524515
-0.0342825534592803,-0.0100562185723253,0.0237672712231642,0.00350599013062449,0.00106575083536407
-0.143196140653656,-0.0656968769037982,-0.0515347335976511,-0.01161229151125,0.028307568801203
-0.112275349723239,0.000913010363982547,0.00549232385470269,0.00451337948685123,0.019037520589921
-0.048186905069524,0.0253715629063604,-0.017313203424262,0.0112836890463003,-0.00387300158132083
0.124216768424878,-0.129747909760156,-0.045492164110377,0.198385680514461,0.0152983616251016
-0.0335916819880017,-0.0576277398035171,0.0127414662891609,-0.00279137336606792,-0.0252452089844994
-0.0772405307584471,0.0437821029340508,-0.0154374829907466,0.0149248167024723,0.0145457393802235
-0.204360056917068,-0.00017664862584863,0.0467093647166221,-0.00808733007880432,0.183527540188636
0.131284129153057,0.0422298172999529,0.0217242706692935,-0.00433327566275986,-0.0420984659736772
-0.0902206125089182,0.0160220687637129,0.0349665513481645,0.00203562989118633,0.0108161870652237
-0.0456565984120522,0.0106672120270038,0.170352118982172,0.0343425401412905,-0.076988343384242
-0.00450334945423104,0.0877117926746175,-0.00584042910322051,0.0150890976746789,-0.00190171748635447
-0.144970565910744,-0.00802331385356952,0.0968261679346497,0.00569603169142394,-0.000831941848388733
-0.0549021260743401,0.0368717727492145,0.0158414416917828,0.00964336074793147,0.00754391626968638
-0.124853100009862,0.00748581269062689,0.0169385981323615,0.00289003384388581,0.0339153635870519
0.075221310222654,0.144169080616886,0.0360182749762077,0.0126307383574383,-0.0206695810815596
-0.007781885700627,0.100754155308601,-0.00138537283768973,0.0164879377716784,0.00133694961345393
0.144070144112605,0.212929976030214,0.0126047617111798,0.023111482666181,-0.0128381045788557
-0.125803389575188,-0.11618512858187,-0.152354272592762,0.0717876318552388,-0.00994034557487977
0.0353947749893823,0.166312600639872,-0.0372245869047837,-0.000276807100439456,0.104004008988504
0.118977203705722,0.192056402565971,0.0368659574179281,0.0190139398638142,-0.0195610415208867
0.040812425750237,0.204027105944761,0.0139558137075515,0.0326481648969371,0.0242318066078911
-0.0720829407223487,0.00879215148809279,0.0251903802545523,0.00661055143380392,0.0181045605537685
-0.121306643475968,0.0151436107070088,0.0347960328183423,0.00379055088833802,0.0491590925234703
0.0182523188920302,0.0228693085840215,-0.00735313702960014,0.00351302178164017,-0.0337789466294391
0.0318276214444485,0.133213613430857,0.024656288526138,-0.067530005366507,-0.0119177554269251
0.00554620326829148,0.0251665147400355,0.0468774803684497,0.00299784014361216,-0.00856844480672938
-0.102818256435878,0.00107254174252178,-0.0190181486439817,0.00769954661508537,0.00682512341489565
-0.0321920981460773,-0.0383511136785439,0.0127926946787894,-0.000333574469401497,-0.0179580753712792
0.0961526206172564,-0.205515796895088,0.0560809593250984,-0.0214471997270038,-0.00484472707936663
0.0826347668395731,0.220897500523827,0.0125227743576893,0.0252623549446546,-0.012129568041554
0.00261007611255907,-0.0710770044896137,-0.00934564848843254,-0.00533752743660934,-0.028467847130088
-0.127937528050811,-0.0270577844592086,-0.0776913515478956,-0.15030470994283,-0.00237430199496966
-0.0439475006419648,0.0940872112896654,-0.0300802246291113,0.0129815806389025,0.0288758323537578
0.0091877807487262,0.0206660649306598,-0.00777143871089664,0.00393272279343812,-0.0341414893263209
-0.180239426846943,-0.0796122345839253,-0.056906474995507,-0.00960464498537389,0.0551388640310376
-0.118260144346932,-0.0119217658284053,-0.0187503625982592,0.00499869219608492,0.0120634493744337
0.123769042176587,0.148358055262162,0.0193606809953181,0.0130572123055485,-0.017999295536177
0.0170526226247706,0.113324940213184,0.000743270316051594,0.0157056029240401,-0.00417169341797461
-0.0820804566122784,-0.109243422955187,0.284917695458287,0.0737384300790237,-0.221901208582712
0.758981136485128,-0.456706325829995,0.125765679194029,-0.0481419872845205,0.196725842986939
0.509252785851119,-0.251435625988835,0.0711144878978696,-0.0198343138214976,0.0427635393320097
0.259003125797907,0.016487011388004,0.0705590037847906,-0.133431724649932,0.0372730975260841
-0.0297902707469111,0.0558934575903319,-0.00478506880770714,0.0126286704565158,-0.00257938081310941
-0.090326139151148,-0.0461203938435828,-0.0898404243032026,0.0450553901868607,-0.00257734143213842
-0.0350173501355282,0.0410138837078552,-0.0358064149602485,-0.151319251472668,-0.0423073651257057
-0.12826998029614,-0.0185250381952987,0.0477569199741308,-0.00336205763014352,0.0487533666918648
-0.240018775955765,-0.101512368719702,-0.0482808668667506,-0.0297230873906221,0.156023222014389
-0.204688648574006,-0.072226647736174,0.135405218220351,-0.00639348203603775,-0.000482969763820332
-0.0264761605071162,0.0205239987783597,0.0784626194730411,0.0011209499798114,-0.00273795099813326
-0.0996353658742073,-0.0526936053081164,-0.0970681540928063,-0.169838653055244,-0.0579018390048455
0.384763807326573,-0.112773676774819,0.0586037404521203,-0.0183619484582078,-0.019304313858963
-0.0435027187771114,-0.00104565136605261,0.013450193617998,0.00409898750938285,-0.0107758188382681
0.172709604377418,0.0972110475816659,0.0487989576660949,0.00726851154108494,0.00257091922633176
-0.144439991693993,-0.0130364617274353,-0.0901071003281898,-0.142768775021563,0.0213684418950281
-0.0256629973501278,0.133472878244421,0.000205216692762965,0.0226746141644643,0.0161532262713851
0.692549188907678,0.0720363656620348,-0.102241035133904,-0.059064171601166,-0.00420803359935513
0.535418605211842,-0.311272106478161,0.0745231455060414,-0.0208244515902683,0.0244421972362949
-0.064741334380108,0.0477406542233101,0.0362686175135882,0.0114296223660564,0.0297968058414756
-0.0338032929924803,0.0212481469218285,-0.0187447547923813,0.00964786262734087,-0.0121937044044163
-0.0786841537234907,0.031508871368429,0.0562667643267577,0.00623012359925414,0.0334789778515924
0.00464354478312049,-0.250838772055045,-0.0164388760897013,-0.0577347936832207,-0.103957680112242
-0.119646482930925,-0.0357695536756178,-0.105014576948822,-0.0815074059998474,-0.0172623328909742
-0.0628212468876062,0.0481343852451336,-0.0543160838995621,-0.197436652249458,-0.0344484433985157
-0.138055571169856,-0.0934859877987961,-0.128653046831284,0.0194300486445933,-0.00541727329874765
-0.0334602631838149,0.0749183523997797,0.028036511668459,0.0117935592850164,0.00720595790250841
-0.0695301272259195,0.00293583312650367,-0.0673606334134621,0.0625914978837369,0.00860175940526759
-0.185033504996748,-0.15825128804353,-0.0350534799803706,0.00272500997800101,0.0561549127903348
0.0161630787859779,-0.00268232416405265,0.0680872224528968,0.00264097717642124,0.0165000151931194
-0.103660448103948,0.0313707734551538,-0.0158735352351737,0.0121979909035314,0.0205631377056911
-0.0822399618978787,-0.0861229536149473,-0.0646588403734026,-0.223186947890786,-0.0783451147304907
0.0780594179769656,-0.0564698329912575,0.00462441623346481,-0.00994888195499233,-0.0179574510430162
0.360150492426476,-0.100131755948942,0.0703135201819847,-0.011851286169316,0.0209095101812569
0.013701475164999,-0.105817814954195,0.0339798577253933,-0.0106935589440296,-0.00879862217874168
0.0221034308484007,0.0878148322468355,-0.000978923707630026,0.0106567796389941,-0.0169661861055242
0.0456270229876338,-0.0435643514881283,0.0152322165483289,-0.00523008303124374,-0.00740399701273029
0.08331343348317,0.145068151573412,0.0481568728727682,0.0100994660618873,-0.0332024699451195
-0.0929916507426886,0.0470902579797216,0.107921536900406,0.0169807993185746,-0.0370640112768777
0.26523900872333,0.117751302340002,0.0280005529600664,0.00512572220898002,-0.0193586546477185
-0.0715017197032809,-0.0179469550317189,-0.0229553925327725,0.00571884720521742,-0.0124254696706089
0.0303511220186181,0.085627011796162,0.0013878522793575,0.0109834233947858,-0.0112796179506311
-0.0640315938206422,-0.0157806092565137,0.0235255089837382,0.00135337182223001,-0.0069448620660992
-0.122001932333034,-0.160434357781726,-0.196250502489621,0.169928038675445,-0.0398268864935595
0.14126385116885,-0.196076679646661,0.0820842040287441,-0.0196533213674125,0.0930777817852275
-0.193454642399477,-0.12548404791423,-0.0512918098528909,0.00455932094456618,0.0864983608257784
-0.0741323280787316,-0.123769690912764,-0.137798817493954,-0.0441338301248831,-0.069398122155436
-0.080133024951521,0.0135834239656797,0.0147982996399993,0.00837800733625719,0.0204167148115715
0.0124475836957805,0.0440398543749878,-0.00764985193164951,0.00755318743594923,-0.0189908593788262
-0.0762813682341202,0.0420605404367136,-0.0449461896063882,-0.113132693556545,-0.00388000081766782
-0.0763885268552443,-0.00840532961288982,-0.0614669280545182,-0.161580325487,-0.0309814234102441
-0.00298183981506107,0.156826577335784,0.00330051321518059,0.0240315922265344,0.0123505781458344
0.0896560509923608,0.122701529029937,0.151159103602346,0.0826807309944201,-0.217024669528468
0.0153785856460446,0.108085442032936,-0.00292426213458228,0.0166159752903843,-0.00996535703389903
0.0635082282685405,0.123944209831455,0.0225020849955363,0.0101039443266937,-0.024226706061896
-0.079351161969716,-0.0520644249847284,-0.103260858707851,0.103694878852988,-0.00209923455572726
-0.107648993205541,-0.0772968641565811,-0.113160117245556,0.0649283141199402,0.00609526731121794
-0.141113284928237,-0.0166905631246119,0.139656407502093,0.0203513781399651,-0.0128207349529377
-0.034722792753592,0.012624275163796,-0.0189602049761122,0.00770139106697866,-0.0216898525467915
-0.0465447710870404,0.00392144406432064,-0.0186150601144346,0.00759472639295177,-0.0163851180619794
0.17635332622819,0.344460412348103,-0.016894807850084,0.0509050860313264,0.0098832937028772
-0.165680704914038,-0.0494813824444543,0.161985092177906,0.0108424795063057,-0.00528626137486098
0.0407271929023265,-0.00888966861878598,0.035594719624914,-0.000805076593517792,-0.00200558885595793
-0.0662279003666312,0.0428510649908158,0.0348029794760538,0.00971510660746466,0.0235620929993477
-0.133483442109431,-0.0780519278881157,-0.150649065007604,0.128002939050924,0.0217129592176626
-0.0925500000854418,-0.0183605811167976,0.0320187754776228,0.000501650465291567,0.0150106169292166
0.110535466556304,0.130020564033204,0.0205870387226387,0.0113714117217082,-0.0159030006008153
-0.00795085604490699,0.00914621559268262,-0.00621076591158879,0.00566433581893911,-0.0157427787933151
0.251039801334296,-0.257350611850099,-0.0269084332002841,0.156228614351143,0.00408843964902804
0.657711424673092,-0.0619872978907616,-0.0209576234356504,-0.047265979024816,0.00271467573116534
-0.115007821204374,-0.0815061986469094,-0.116416881212831,0.0219277640870262,-0.00959895568430931
-0.0995953307841475,-0.0983817417659596,-0.137651406844807,0.101892158281797,-0.000215909248919036
-0.217642018975304,-0.238985046972872,-0.120145320750304,0.000648088367280257,0.0565882060870518
-0.231331636887836,-0.020788352036873,0.189709594238389,-0.013251369617849,0.111586106119392
-0.143971560933807,-0.0344228467856632,-0.0196317865583584,0.000521357717751535,0.0337766251018848
-0.157789875475089,0.00419936596726253,-0.00131918190568827,0.00590140235620044,0.0872503422488034
-0.112837023171453,-0.0215593580822372,0.0973486037673664,0.00529997014943925,-0.0446879096908764
-0.0169380845877774,0.129630545412021,-0.00219332388373563,0.0227640472330306,0.0160013625659512
0.0363412637666723,0.156715756194361,0.0238185307998339,0.019909355748524,0.00171085016909022
0.478622016724625,0.15477359300717,-0.0200066328781154,0.00593262373046456,0.0112795163085582
-0.0544849475878119,0.0384424162016354,0.0418416903729598,0.00448489301224813,-2.42013308913368e-05
-0.0789388050863678,-0.000135829878637299,-0.00290026160960316,0.00666214002278503,-0.000111440763033868
0.0755710549638104,0.0676105189574892,0.00904663230223946,0.00368129480666463,-0.0268940522723926
0.0673812136568634,0.198204232506548,-0.0710753622505399,0.011814228122812,0.0953929186600611
0.097873202601101,0.128227065627244,-0.0893548575651178,-0.00842749723848731,0.0613728791467875
0.2421225454882,0.237065743594599,-0.137771446361702,0.00689781746780985,0.0312571149203208
0.133346098096111,0.106496825187391,-0.133595715358681,0.001836787848281,0.0574083962743759
-0.137316606672903,-0.00454487739304595,-0.0718743009870296,-0.172775848895161,0.014573534060499
0.140801264520846,0.0584208834185006,0.0359289172341011,0.00700710294770157,0.0174508644960538
-0.0399408953651471,0.0106943772883438,-0.00526259820130169,0.00673590657995432,-0.0167221799648056
-0.0791637640220759,0.0330149322522607,0.0444530604515508,0.00926326077720689,0.0388810419111929
-0.103618120145518,-0.128297640791386,-0.155784548097806,0.0463814863297901,-0.0333674331076354
-0.0865629198987119,0.0463722858565603,0.108480252335673,0.00861451571335736,-0.0138591590246814
0.630055895779658,-0.222855431074822,0.0757499219614555,-0.0366152826272646,0.01666585610766
-0.108357941580642,-0.176995856669308,-0.194383569356369,0.125449302912859,-0.0225502042905093
0.0356224861473378,0.140762439539556,0.00866757580688365,0.0165001134800851,-0.00887410105207436
0.481324447554511,-0.34263579001261,0.0679896642964836,-0.00235460781808769,-0.0893626400596376
0.0927563466355628,0.0597096806701188,0.012634366158527,0.00228656677906362,-0.023189192106324
-0.0728800507168809,0.00199446319274455,-0.0518473461115511,-0.172710149729003,-0.0254854382677021
0.0159293053044236,-0.242691789093596,-0.0974435452715269,-0.0255493850311793,-0.0907897456664558
-0.0835448143789629,0.0275947526356629,-0.0557193005630903,-0.17595802888681,-0.0241918715241415
0.07529446130526,-0.18237386392539,-0.0567948589934401,0.19116243010856,0.0171083145424323
0.0250429112429354,-0.0644664195581502,0.0181633283285574,-0.0068144986696703,-0.0173636323323161
0.527233145354175,-0.320125786467699,0.0764603798521002,-0.0179264687308562,-0.0115418848849517
-0.113968171939505,0.0115721803743781,-0.0276128306651539,0.0107455012167651,0.0252594193606731
